h_id,hotel_name,dateAdded,dateUpdated,Price per night($),no.of.reserved rooms,totalAmount
260,Fremont Hotel & Casino,2018-04-08T12:17:12Z,2018-09-04T21:27:52Z,44.3,4,177.2
261,Fremont Hotel & Casino,2018-04-08T12:17:12Z,2018-09-04T21:27:52Z,44.3,2,88.6
262,Main Street Station Casino Brewery Hotel,2018-04-09T05:56:34Z,2018-09-04T21:27:52Z,44.3,4,177.2
263,Fremont Hotel & Casino,2018-04-08T12:17:12Z,2018-09-04T21:27:52Z,44.3,4,177.2
264,Main Street Station Casino Brewery Hotel,2018-04-09T05:56:34Z,2018-09-04T21:27:52Z,44.1,3,132.3
265,Fremont Hotel & Casino,2018-04-08T12:17:12Z,2018-09-04T21:27:52Z,47.45,5,237.25
266,Fremont Hotel & Casino,2018-04-08T12:17:12Z,2018-09-04T21:27:52Z,48.825,4,195.3
267,Fremont Hotel & Casino,2018-04-08T12:17:12Z,2018-09-04T21:27:52Z,49,4,196
268,Fremont Hotel & Casino,2018-04-08T12:17:12Z,2018-09-04T21:27:52Z,49,3,147
269,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,3,147
270,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,2,98
271,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,3,147
272,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,5,245
273,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,4,196
274,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,2,98
275,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,46,2,92
276,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,45,2,90
277,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,46.75,2,93.5
278,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,52,2,104
279,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,52,4,208
280,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,52.375,4,209.5
281,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,53.5,2,107
282,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,53.85,3,161.55
283,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,54.2,4,216.8
284,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,54.2,5,271
285,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,54.2,3,162.6
286,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,54.2,2,108.4
287,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,54.2,2,108.4
288,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,54.2,2,108.4
289,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50.25,2,100.5
290,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50,4,200
291,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,4,196
292,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,4,196
293,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50.75,4,203
294,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,53,4,212
295,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,51.5,4,206
296,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50,4,200
297,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50,4,200
298,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50,4,200
299,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50,4,200
300,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50.75,4,203
301,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50,2,100
302,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,48.5,2,97
303,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,47,3,141
304,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,47,3,141
305,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,47.25,4,189
306,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,5,245
307,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50,3,150
308,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,50,4,200
309,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49,4,196
310,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,48,2,96
311,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,48,2,96
312,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,48,4,192
313,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,46,2,92
314,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,46,1,46
315,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,46,2,92
316,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,47.25,3,141.75
317,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,46,3,138
318,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,45,9,405
319,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,46.5,4,186
320,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,47,3,141
321,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,47,3,141
322,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,46.5,3,139.5
323,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,40.5,4,162
324,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,43,2,86
325,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,45,4,180
326,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,43.5,2,87
327,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,45,2,90
328,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,49.5,2,99
329,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,48,2,96
330,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,48.5,2,97
331,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,48,4,192
332,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,48.75,2,97.5
333,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,51,3,153
334,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,52,3,156
335,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,53.75,3,161.25
336,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,59,3,177
337,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,700,2,1400
338,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,1000,3,3000
339,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,1000,2,2000
340,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,1000,2,2000
341,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,1000,2,2000
342,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,1000,3,3000
343,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,925,2,1850
344,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,700,2,1400
345,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,700,2,1400
346,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,800,2,1600
347,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,800,3,2400
348,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,800,4,3200
349,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,800,3,2400
350,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,800,4,3200
351,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,800,4,3200
352,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,700,4,2800
353,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,600,4,2400
354,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,600,4,2400
355,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,600,1,600
356,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,600,4,2400
357,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,600,4,2400
358,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,600,6,3600
359,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,700,4,2800
360,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,750,4,3000
361,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,700,4,2800
362,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,700,7,4900
363,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,700,6,4200
364,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,700,4,2800
365,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,650,4,2600
366,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,575,2,1150
367,The Charlesmark Hotel,2017-06-24T02:00:40Z,2018-09-04T21:27:51Z,500,2,1000
368,AC Hotel by Marriott Boston Downtown,2018-01-23T06:00:43Z,2018-09-04T21:27:51Z,600,4,2400
369,The Hotel of South Beach,2017-11-06T20:51:12Z,2018-09-04T21:27:51Z,600,4,2400
370,The Hotel of South Beach,2017-11-06T20:51:12Z,2018-09-04T21:27:51Z,750,4,3000
371,The Hotel of South Beach,2017-11-06T20:51:12Z,2018-09-04T21:27:51Z,850,4,3400
372,The Hotel of South Beach,2017-11-06T20:51:12Z,2018-09-04T21:27:51Z,975,2,1950
373,The Hotel of South Beach,2017-11-06T20:51:12Z,2018-09-04T21:27:51Z,1000,2,2000
374,The Hotel of South Beach,2017-11-06T20:51:12Z,2018-09-04T21:27:51Z,1625000,2,3250000
375,The Hotel of South Beach,2017-11-06T20:51:12Z,2018-09-04T21:27:51Z,1476000,2,2952000
376,The Pearl Hotel,2017-08-11T01:44:07Z,2018-09-04T21:27:50Z,1800000,2,3600000
377,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,1700000,2,3400000
378,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,1300000,2,2600000
379,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,1275000,3,3825000
380,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,1240000,2,2480000
381,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,1175000,4,4700000
382,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,1880000,2,3760000
383,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,2400000,2,4800000
384,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,2950000,2,5900000
385,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,3250000,2,6500000
386,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,3300000,4,13200000
387,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,3050000,2,6100000
388,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,3000000,2,6000000
389,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,2420000,2,4840000
390,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,2500000,2,5000000
391,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,2500000,1,2500000
392,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,1925000,3,5775000
393,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,1650000,5,8250000
394,Hotel Renew,2018-05-12T02:09:00Z,2018-09-04T21:27:50Z,1500000,4,6000000
395,Four Seasons Hotel New York Downtown,2018-01-28T06:47:42Z,2018-09-04T21:27:49Z,1750000,4,7000000
396,The James New York – NoMad,2017-07-20T04:42:00Z,2018-09-04T21:27:49Z,2500000,4,10000000
397,MOXY New Orleans Downtown/French Quarter Area,2018-01-28T06:47:43Z,2018-09-04T21:27:49Z,2500000,2,5000000
398,Bienville House,2018-01-27T05:24:29Z,2018-09-04T21:27:49Z,2500000,3,7500000
399,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,2500000,4,10000000
400,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,2875000,2,5750000
401,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,3000000,4,12000000
402,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,3300000,4,13200000
403,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,3500000,4,14000000
404,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,5833333,2,11666666
405,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,5500000,3,16500000
406,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,50000,3,150000
407,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,49000,3,147000
408,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,44625,3,133875
409,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,59800,3,179400
410,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,62500,3,187500
411,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,53000,2,106000
412,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,59583.25,3,178749.75
413,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,85657.75,3,256973.25
414,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,147263,8,1178104
415,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,109027.25,7,763190.75
416,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,93500,7,654500
417,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,79500,5,397500
418,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,97500,3,292500
419,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,77500,5,387500
420,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,81565.4,5,407827
421,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,57125,7,399875
422,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,56907.75,6,341446.5
423,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,59000,7,413000
424,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,57439.75,5,287198.75
425,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,56375,4,225500
426,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,54375,2,108750
427,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,46250,2,92500
428,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,31500,2,63000
429,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,28684,2,57368
430,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,22105,3,66315
431,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,25375,3,76125
432,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,20250,3,60750
433,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,19550,4,78200
434,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,22438,2,44876
435,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,25000,1,25000
436,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,27129,2,54258
437,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,29229,4,116916
438,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,43333,3,129999
439,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,34066,3,102198
440,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,18,3,54
441,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,17,3,51
442,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,20,3,60
443,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,20,2,40
444,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,16,2,32
445,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,16,3,48
446,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,16,2,32
447,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,15.25,2,30.5
448,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,15.5,3,46.5
449,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,16,3,48
450,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,18,3,54
451,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,18.5,4,74
452,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,17.75,5,88.75
453,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,17.5,2,35
454,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,17.25,3,51.75
455,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,18.125,3,54.375
456,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,17.6563,4,70.6252
457,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,22,3,66
458,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,22.5,3,67.5
459,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,28,4,112
460,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,22.5391,6,135.2346
461,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,27,3,81
462,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,27,3,81
463,Room Mate Lord Balfour,2018-04-09T07:13:49Z,2018-09-04T21:27:48Z,27,4,108
464,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,53.25,2,106.5
465,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,63.25,3,189.75
466,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,63,3,189
467,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,64,7,448
468,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,65,2,130
469,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,64,4,256
470,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,61,2,122
471,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,53.25,4,213
472,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,47.75,4,191
473,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,47.5,3,142.5
474,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,47,4,188
475,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,47.5,4,190
476,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,47,4,188
477,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,45.25,3,135.75
478,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,46.25,3,138.75
479,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,46,6,276
480,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,50,4,200
481,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,47.75,4,191
482,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,47.5,4,190
483,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,45,4,180
484,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,40.5,2,81
485,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,37,2,74
486,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,36,4,144
487,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,36,2,72
488,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,36.5,2,73
489,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,38.25,2,76.5
490,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,38,2,76
491,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,39.75,2,79.5
492,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,43,4,172
493,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,51.25,4,205
494,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,49,4,196
495,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,46.5,4,186
496,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,45,4,180
497,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,44,3,132
498,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,44,5,220
499,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,44,2,88
500,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,44,3,132
501,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,57.55,6,345.3
502,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,56.6,4,226.4
503,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,56.625,5,283.125
504,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,57,5,285
505,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,57.375,3,172.125
506,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,57.65,4,230.6
507,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,57.725,2,115.45
508,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,57.55,2,115.1
509,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,57.225,2,114.45
510,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,57.475,2,114.95
511,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,57.625,2,115.25
512,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,59.225,4,236.9
513,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,60.1,2,120.2
514,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,60.35,2,120.7
515,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,63.45,2,126.9
516,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,63.6,2,127.2
517,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,64.175,4,256.7
518,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,66.125,4,264.5
519,The Westin Las Vegas Hotel & Spa,2018-04-08T09:00:00Z,2018-09-04T21:27:48Z,67.475,5,337.375
